pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtoday,ratetotal
60,Yukon,Yukon,2020-05-02,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-02,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-02,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-02,13,0,,13,0,
1,Canada,Canada,2020-05-02,56703,11,3566,56714,1653,150.88
59,British Columbia,Colombie-Britannique,2020-05-03,2171,0,114,2171,0,42.81
48,Alberta,Alberta,2020-05-03,5766,0,95,5766,96,131.91
47,Saskatchewan,Saskatchewan,2020-05-03,433,0,6,433,12,36.87
46,Manitoba,Manitoba,2020-05-03,270,11,6,281,1,20.52
35,Ontario,Ontario,2020-05-03,17553,0,1216,17553,434,120.5
24,Quebec,Québec,2020-05-03,31865,0,2205,31865,2209,375.55
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-03,259,0,3,259,0,49.66
13,New Brunswick,Nouveau-Brunswick,2020-05-03,118,0,0,118,0,15.19
12,Nova Scotia,Nouvelle-Écosse,2020-05-03,971,0,37,971,8,99.96
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-03,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-03,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-03,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-03,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-03,13,0,0,13,0,
1,Canada,Canada,2020-05-03,59463,11,3682,59474,2760,158.22
59,British Columbia,Colombie-Britannique,2020-05-04,2224,0,117,2224,53,43.85
48,Alberta,Alberta,2020-05-04,5836,0,104,5836,70,133.51
47,Saskatchewan,Saskatchewan,2020-05-04,467,0,6,467,34,39.76
46,Manitoba,Manitoba,2020-05-04,270,11,6,281,0,20.52
35,Ontario,Ontario,2020-05-04,17923,0,1300,17923,370,123.04
24,Quebec,Québec,2020-05-04,32623,0,2280,32623,758,384.48
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-04,259,0,3,259,0,49.66
13,New Brunswick,Nouveau-Brunswick,2020-05-04,118,0,0,118,0,15.19
12,Nova Scotia,Nouvelle-Écosse,2020-05-04,985,0,38,985,14,101.4
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-04,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-04,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-04,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-04,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-04,13,0,,13,0,
1,Canada,Canada,2020-05-04,60761,11,3854,60772,1298,161.67
59,British Columbia,Colombie-Britannique,2020-05-05,2232,0,121,2232,8,44.01
48,Alberta,Alberta,2020-05-05,5893,0,106,5893,57,134.81
47,Saskatchewan,Saskatchewan,2020-05-05,487,0,6,487,20,41.47
46,Manitoba,Manitoba,2020-05-05,271,11,7,282,1,20.59
35,Ontario,Ontario,2020-05-05,18310,0,1361,18310,387,125.7
24,Quebec,Québec,2020-05-05,33417,0,2398,33417,794,393.84
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-05,259,0,3,259,0,49.66
13,New Brunswick,Nouveau-Brunswick,2020-05-05,119,0,0,119,1,15.32
12,Nova Scotia,Nouvelle-Écosse,2020-05-05,991,0,41,991,6,102.02
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-05,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-05,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-05,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-05,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-05,13,0,,13,0,
1,Canada,Canada,2020-05-05,62035,11,4043,62046,1274,165.06
59,British Columbia,Colombie-Britannique,2020-05-06,2255,0,124,2255,23,44.47
48,Alberta,Alberta,2020-05-06,5963,0,112,5963,70,136.41
47,Saskatchewan,Saskatchewan,2020-05-06,512,0,6,512,25,43.59
46,Manitoba,Manitoba,2020-05-06,273,11,7,284,2,20.74
35,Ontario,Ontario,2020-05-06,18722,0,1429,18722,412,128.53
24,Quebec,Québec,2020-05-06,34327,0,2510,34327,910,404.56
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-06,259,0,3,259,0,49.66
13,New Brunswick,Nouveau-Brunswick,2020-05-06,120,0,0,120,1,15.45
12,Nova Scotia,Nouvelle-Écosse,2020-05-06,998,0,41,998,7,102.74
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-06,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-06,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-06,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-06,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-06,13,0,,13,0,
1,Canada,Canada,2020-05-06,63485,11,4232,63496,1450,168.92
59,British Columbia,Colombie-Britannique,2020-05-07,2288,0,126,2288,33,45.12
48,Alberta,Alberta,2020-05-07,6017,0,114,6017,54,137.65
47,Saskatchewan,Saskatchewan,2020-05-07,531,0,6,531,19,45.21
46,Manitoba,Manitoba,2020-05-07,272,11,7,283,-1,20.67
35,Ontario,Ontario,2020-05-07,19121,0,1477,19121,399,131.27
24,Quebec,Québec,2020-05-07,35238,0,2631,35238,911,415.3
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-07,261,0,3,261,2,50.04
13,New Brunswick,Nouveau-Brunswick,2020-05-07,120,0,0,120,0,15.45
12,Nova Scotia,Nouvelle-Écosse,2020-05-07,1007,0,44,1007,9,103.67
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-07,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-07,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-07,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-07,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-07,13,0,,13,0,
1,Canada,Canada,2020-05-07,64911,11,4408,64922,1426,172.71
59,British Columbia,Colombie-Britannique,2020-05-08,2315,0,127,2315,27,45.65
48,Alberta,Alberta,2020-05-08,6098,0,115,6098,81,139.5
47,Saskatchewan,Saskatchewan,2020-05-08,544,0,6,544,13,46.32
46,Manitoba,Manitoba,2020-05-08,273,11,7,284,1,20.74
35,Ontario,Ontario,2020-05-08,19598,0,1540,19598,477,134.54
24,Quebec,Québec,2020-05-08,36150,0,2725,36150,912,426.05
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-08,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-05-08,120,0,0,120,0,15.45
12,Nova Scotia,Nouvelle-Écosse,2020-05-08,1008,0,46,1008,1,103.77
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-08,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-08,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-08,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-08,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-08,13,0,,13,0,
1,Canada,Canada,2020-05-08,66423,11,4569,66434,1512,176.74
59,British Columbia,Colombie-Britannique,2020-05-09,2330,0,129,2330,15,45.94
48,Alberta,Alberta,2020-05-09,6157,0,116,6157,59,140.85
47,Saskatchewan,Saskatchewan,2020-05-09,553,0,6,553,9,47.09
46,Manitoba,Manitoba,2020-05-09,273,11,7,284,0,20.74
35,Ontario,Ontario,2020-05-09,19944,0,1599,19944,346,136.92
24,Quebec,Québec,2020-05-09,36986,0,2786,36986,836,435.9
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-09,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-05-09,120,0,0,120,0,15.45
12,Nova Scotia,Nouvelle-Écosse,2020-05-09,1011,0,47,1011,3,104.08
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-09,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-09,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-09,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-09,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-09,13,0,,13,0,
1,Canada,Canada,2020-05-09,67691,11,4693,67702,1268,180.11
59,British Columbia,Colombie-Britannique,2020-05-10,2330,0,129,2330,0,45.94
48,Alberta,Alberta,2020-05-10,6253,0,117,6253,96,143.05
47,Saskatchewan,Saskatchewan,2020-05-10,564,0,6,564,11,48.02
46,Manitoba,Manitoba,2020-05-10,276,11,7,287,3,20.96
35,Ontario,Ontario,2020-05-10,20238,0,1634,20238,294,138.93
24,Quebec,Québec,2020-05-10,37721,0,2928,37721,735,444.56
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-10,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-05-10,120,0,0,120,0,15.45
12,Nova Scotia,Nouvelle-Écosse,2020-05-10,1018,0,47,1018,7,104.8
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-10,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-10,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-10,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-10,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-10,13,0,,13,0,
1,Canada,Canada,2020-05-10,68837,11,4871,68848,1146,183.16
59,British Columbia,Colombie-Britannique,2020-05-11,2353,0,130,2353,23,46.4
48,Alberta,Alberta,2020-05-11,6300,0,117,6300,47,144.12
47,Saskatchewan,Saskatchewan,2020-05-11,568,0,6,568,4,48.36
46,Manitoba,Manitoba,2020-05-11,278,11,7,289,2,21.1
35,Ontario,Ontario,2020-05-11,20546,0,1669,20546,308,141.05
24,Quebec,Québec,2020-05-11,38469,0,3013,38469,748,453.38
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-11,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-05-11,120,0,0,120,0,15.45
12,Nova Scotia,Nouvelle-Écosse,2020-05-11,1019,0,48,1019,1,104.9
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-11,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-11,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-11,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-11,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-11,13,0,,13,0,
1,Canada,Canada,2020-05-11,69970,11,4993,69981,1133,186.17
59,British Columbia,Colombie-Britannique,2020-05-12,2360,0,131,2360,7,46.54
48,Alberta,Alberta,2020-05-12,6345,0,118,6345,45,145.15
47,Saskatchewan,Saskatchewan,2020-05-12,573,0,6,573,5,48.79
46,Manitoba,Manitoba,2020-05-12,279,11,7,290,1,21.18
35,Ontario,Ontario,2020-05-12,20907,0,1725,20907,361,143.53
24,Quebec,Québec,2020-05-12,39225,0,3131,39225,756,462.29
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-12,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-05-12,120,0,0,120,0,15.45
12,Nova Scotia,Nouvelle-Écosse,2020-05-12,1020,0,48,1020,1,105.0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-12,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-12,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-12,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-12,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-12,13,0,,13,0,
1,Canada,Canada,2020-05-12,71146,11,5169,71157,1176,189.3
59,British Columbia,Colombie-Britannique,2020-05-13,2376,0,132,2376,16,46.85
48,Alberta,Alberta,2020-05-13,6407,0,120,6407,62,146.57
47,Saskatchewan,Saskatchewan,2020-05-13,577,0,6,577,4,49.13
46,Manitoba,Manitoba,2020-05-13,279,11,7,290,0,21.18
35,Ontario,Ontario,2020-05-13,21236,0,1765,21236,329,145.79
24,Quebec,Québec,2020-05-13,39931,0,3220,39931,706,470.61
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-13,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-05-13,120,0,0,120,0,15.45
12,Nova Scotia,Nouvelle-Écosse,2020-05-13,1024,0,51,1024,4,105.42
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-13,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-13,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-13,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-13,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-13,13,0,,13,0,
1,Canada,Canada,2020-05-13,72267,11,5304,72278,1121,192.28
59,British Columbia,Colombie-Britannique,2020-05-14,2392,0,135,2392,16,47.17
48,Alberta,Alberta,2020-05-14,6457,0,121,6457,50,147.71
47,Saskatchewan,Saskatchewan,2020-05-14,582,0,6,582,5,49.55
46,Manitoba,Manitoba,2020-05-14,278,11,7,289,-1,21.1
35,Ontario,Ontario,2020-05-14,21581,0,1798,21581,345,148.15
24,Quebec,Québec,2020-05-14,40724,0,3351,40724,793,479.95
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-14,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-05-14,120,0,0,120,0,15.45
12,Nova Scotia,Nouvelle-Écosse,2020-05-14,1026,0,51,1026,2,105.62
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-14,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-14,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-14,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-14,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-14,13,0,,13,0,
1,Canada,Canada,2020-05-14,73477,11,5472,73488,1210,195.5
59,British Columbia,Colombie-Britannique,2020-05-15,2407,0,140,2407,15,47.46
48,Alberta,Alberta,2020-05-15,6515,0,125,6515,58,149.04
47,Saskatchewan,Saskatchewan,2020-05-15,590,0,6,590,8,50.24
46,Manitoba,Manitoba,2020-05-15,278,11,7,289,0,21.1
35,Ontario,Ontario,2020-05-15,21922,0,1825,21922,341,150.5
24,Quebec,Québec,2020-05-15,41420,0,3401,41420,696,488.16
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-15,260,0,3,260,-1,49.85
13,New Brunswick,Nouveau-Brunswick,2020-05-15,120,0,0,120,0,15.45
12,Nova Scotia,Nouvelle-Écosse,2020-05-15,1034,0,55,1034,8,106.44
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-15,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-15,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-15,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-15,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-15,13,0,,13,0,
1,Canada,Canada,2020-05-15,74602,11,5562,74613,1125,198.5
59,British Columbia,Colombie-Britannique,2020-05-16,2428,0,141,2428,21,47.88
48,Alberta,Alberta,2020-05-16,6587,0,126,6587,72,150.69
47,Saskatchewan,Saskatchewan,2020-05-16,591,0,6,591,1,50.32
46,Manitoba,Manitoba,2020-05-16,278,11,7,289,0,21.1
35,Ontario,Ontario,2020-05-16,22313,0,1858,22313,391,153.18
24,Quebec,Québec,2020-05-16,42183,0,3483,42183,763,497.15
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-16,260,0,3,260,0,49.85
13,New Brunswick,Nouveau-Brunswick,2020-05-16,120,0,0,120,0,15.45
12,Nova Scotia,Nouvelle-Écosse,2020-05-16,1037,0,55,1037,3,106.75
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-16,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-16,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-16,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-16,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-16,13,0,,13,0,
1,Canada,Canada,2020-05-16,75853,11,5679,75864,1251,201.82
59,British Columbia,Colombie-Britannique,2020-05-17,2428,0,141,2428,0,47.88
48,Alberta,Alberta,2020-05-17,6644,0,127,6644,57,151.99
47,Saskatchewan,Saskatchewan,2020-05-17,592,0,6,592,1,50.41
46,Manitoba,Manitoba,2020-05-17,278,11,7,289,0,21.1
35,Ontario,Ontario,2020-05-17,22653,0,1881,22653,340,155.51
24,Quebec,Québec,2020-05-17,42920,0,3562,42920,737,505.84
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-17,260,0,3,260,0,49.85
13,New Brunswick,Nouveau-Brunswick,2020-05-17,120,0,0,120,0,15.45
12,Nova Scotia,Nouvelle-Écosse,2020-05-17,1040,0,55,1040,3,107.06
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-17,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-17,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-17,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-17,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-17,13,0,,13,0,
1,Canada,Canada,2020-05-17,76991,11,5782,77002,1138,204.85
59,British Columbia,Colombie-Britannique,2020-05-18,2444,0,143,2444,16,48.19
48,Alberta,Alberta,2020-05-18,6683,0,128,6683,39,152.88
47,Saskatchewan,Saskatchewan,2020-05-18,592,0,6,592,0,50.41
46,Manitoba,Manitoba,2020-05-18,279,11,7,290,1,21.18
35,Ontario,Ontario,2020-05-18,22957,0,1904,22957,304,157.6
24,Quebec,Québec,2020-05-18,43627,0,3596,43627,707,514.17
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-18,260,0,3,260,0,49.85
13,New Brunswick,Nouveau-Brunswick,2020-05-18,120,0,0,120,0,15.45
12,Nova Scotia,Nouvelle-Écosse,2020-05-18,1043,0,55,1043,3,107.37
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-18,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-18,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-18,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-18,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-18,13,0,,13,0,
1,Canada,Canada,2020-05-18,78061,11,5842,78072,1070,207.7
59,British Columbia,Colombie-Britannique,2020-05-19,2446,0,146,2446,2,48.23
48,Alberta,Alberta,2020-05-19,6716,0,128,6716,33,153.64
47,Saskatchewan,Saskatchewan,2020-05-19,599,0,6,599,7,51.0
46,Manitoba,Manitoba,2020-05-19,279,11,7,290,0,21.18
35,Ontario,Ontario,2020-05-19,23384,0,1919,23384,427,160.53
24,Quebec,Québec,2020-05-19,44197,0,3647,44197,570,520.89
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-19,260,0,3,260,0,49.85
13,New Brunswick,Nouveau-Brunswick,2020-05-19,120,0,0,120,0,15.45
12,Nova Scotia,Nouvelle-Écosse,2020-05-19,1044,0,56,1044,1,107.47
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-19,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-19,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-19,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-19,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-19,13,0,,13,0,
1,Canada,Canada,2020-05-19,79101,11,5912,79112,1040,210.46
59,British Columbia,Colombie-Britannique,2020-05-20,2467,0,149,2467,21,48.65
48,Alberta,Alberta,2020-05-20,6716,0,128,6716,0,153.64
47,Saskatchewan,Saskatchewan,2020-05-20,620,0,6,620,21,52.79
46,Manitoba,Manitoba,2020-05-20,279,11,7,290,0,21.18
35,Ontario,Ontario,2020-05-20,23774,0,1962,23774,390,163.21
24,Quebec,Québec,2020-05-20,44775,0,3718,44775,578,527.7
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-20,260,0,3,260,0,49.85
13,New Brunswick,Nouveau-Brunswick,2020-05-20,120,0,0,120,0,15.45
12,Nova Scotia,Nouvelle-Écosse,2020-05-20,1045,0,57,1045,1,107.58
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-20,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-20,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-20,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-20,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-20,13,0,,13,0,
1,Canada,Canada,2020-05-20,80112,11,6030,80123,1011,213.15
59,British Columbia,Colombie-Britannique,2020-05-21,2479,0,152,2479,12,48.88
48,Alberta,Alberta,2020-05-21,6768,0,132,6768,52,154.83
47,Saskatchewan,Saskatchewan,2020-05-21,622,0,7,622,2,52.96
46,Manitoba,Manitoba,2020-05-21,279,11,7,290,0,21.18
35,Ontario,Ontario,2020-05-21,24187,0,1993,24187,413,166.04
24,Quebec,Québec,2020-05-21,45495,0,3800,45495,720,536.18
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-21,260,0,3,260,0,49.85
13,New Brunswick,Nouveau-Brunswick,2020-05-21,121,0,0,121,1,15.58
12,Nova Scotia,Nouvelle-Écosse,2020-05-21,1046,0,58,1046,1,107.68
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-21,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-21,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-21,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-21,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-21,13,0,,13,0,
1,Canada,Canada,2020-05-21,81313,11,6152,81324,1201,216.35
59,British Columbia,Colombie-Britannique,2020-05-22,2507,0,155,2507,28,49.43
48,Alberta,Alberta,2020-05-22,6800,0,134,6800,32,155.56
47,Saskatchewan,Saskatchewan,2020-05-22,627,0,7,627,5,53.39
46,Manitoba,Manitoba,2020-05-22,281,11,7,292,2,21.32
35,Ontario,Ontario,2020-05-22,24628,0,2021,24628,441,169.07
24,Quebec,Québec,2020-05-22,46141,0,3865,46141,646,543.8
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-22,260,0,3,260,0,49.85
13,New Brunswick,Nouveau-Brunswick,2020-05-22,121,0,0,121,0,15.58
12,Nova Scotia,Nouvelle-Écosse,2020-05-22,1048,0,58,1048,2,107.89
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-22,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-22,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-22,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-22,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-22,13,0,,13,0,
1,Canada,Canada,2020-05-22,82469,11,6250,82480,1156,219.42
59,British Columbia,Colombie-Britannique,2020-05-23,2517,0,157,2517,10,49.63
48,Alberta,Alberta,2020-05-23,6818,0,135,6818,18,155.97
47,Saskatchewan,Saskatchewan,2020-05-23,630,0,7,630,3,53.64
46,Manitoba,Manitoba,2020-05-23,281,11,7,292,0,21.32
35,Ontario,Ontario,2020-05-23,25040,0,2048,25040,412,171.9
24,Quebec,Québec,2020-05-23,46838,0,3940,46838,697,552.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-23,260,0,3,260,0,49.85
13,New Brunswick,Nouveau-Brunswick,2020-05-23,121,0,0,121,0,15.58
12,Nova Scotia,Nouvelle-Écosse,2020-05-23,1049,0,58,1049,1,107.99
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-23,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-23,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-23,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-23,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-23,13,0,,13,0,
1,Canada,Canada,2020-05-23,83610,11,6355,83621,1141,222.46
59,British Columbia,Colombie-Britannique,2020-05-24,2517,0,157,2517,0,49.63
48,Alberta,Alberta,2020-05-24,6860,0,135,6860,42,156.93
47,Saskatchewan,Saskatchewan,2020-05-24,632,0,7,632,2,53.81
46,Manitoba,Manitoba,2020-05-24,281,11,7,292,0,21.32
35,Ontario,Ontario,2020-05-24,25500,0,2073,25500,460,175.06
24,Quebec,Québec,2020-05-24,47411,0,3984,47411,573,558.76
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-24,260,0,3,260,0,49.85
13,New Brunswick,Nouveau-Brunswick,2020-05-24,121,0,0,121,0,15.58
12,Nova Scotia,Nouvelle-Écosse,2020-05-24,1050,0,58,1050,1,108.09
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-24,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-24,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-24,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-24,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-24,13,0,,13,0,
1,Canada,Canada,2020-05-24,84688,11,6424,84699,1078,225.33
59,British Columbia,Colombie-Britannique,2020-05-25,2530,0,161,2530,13,49.89
48,Alberta,Alberta,2020-05-25,6879,0,138,6879,19,157.37
47,Saskatchewan,Saskatchewan,2020-05-25,634,0,7,634,2,53.98
46,Manitoba,Manitoba,2020-05-25,281,11,7,292,0,21.32
35,Ontario,Ontario,2020-05-25,25904,0,2102,25904,404,177.83
24,Quebec,Québec,2020-05-25,47984,0,4069,47984,573,565.52
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-25,260,0,3,260,0,49.85
13,New Brunswick,Nouveau-Brunswick,2020-05-25,121,0,0,121,0,15.58
12,Nova Scotia,Nouvelle-Écosse,2020-05-25,1051,0,58,1051,1,108.19
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-25,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-25,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-25,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-25,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-25,13,0,,13,0,
1,Canada,Canada,2020-05-25,85700,11,6545,85711,1012,228.02
59,British Columbia,Colombie-Britannique,2020-05-26,2541,0,161,2541,11,50.11
48,Alberta,Alberta,2020-05-26,6901,0,139,6901,22,157.87
47,Saskatchewan,Saskatchewan,2020-05-26,634,0,8,634,0,53.98
